Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NACIONALITAT_REGIO,SEXE
2020-01-01,2,Eixample,10,Sant Antoni,87,14,1
2020-01-01,2,Eixample,10,Sant Antoni,91,14,2
2020-01-01,2,Eixample,10,Sant Antoni,362,15,1
2020-01-01,2,Eixample,10,Sant Antoni,196,15,2
2020-01-01,2,Eixample,10,Sant Antoni,225,16,1
2020-01-01,2,Eixample,10,Sant Antoni,308,16,2
2020-01-01,2,Eixample,10,Sant Antoni,16285,17,1
2020-01-01,2,Eixample,10,Sant Antoni,14519,17,2
2020-01-01,2,Eixample,10,Sant Antoni,531,18,1
2020-01-01,2,Eixample,10,Sant Antoni,529,18,2
2020-01-01,2,Eixample,10,Sant Antoni,8,19,1
2020-01-01,2,Eixample,10,Sant Antoni,10,19,2
2020-01-01,2,Eixample,10,Sant Antoni,..,23,1
2020-01-01,2,Eixample,10,Sant Antoni,5,23,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,5,1,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,10,1,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,9,2,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,5,2,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,333,3,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,504,3,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,..,4,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,..,4,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,24,5,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,83,5,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,244,6,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,275,6,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,308,7,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,178,7,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,1187,8,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,1087,8,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,113,9,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,100,9,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,13,10,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,5,10,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,296,11,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,243,11,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,974,12,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,1830,12,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,612,13,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,441,13,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,81,14,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,92,14,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,402,15,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,276,15,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,326,16,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,408,16,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,14835,17,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,13577,17,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,659,18,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,621,18,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,14,19,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,10,19,2
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,..,23,1
2020-01-01,3,Sants-Montjuïc,11,el Poble-sec,..,23,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,2,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,8,3,1
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,12,3,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,5,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,6,1
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,6,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,7,1
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,7,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,34,8,1
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,28,8,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,9,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,10,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,18,11,1
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,21,11,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,12,1
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,12,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,8,14,1
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,14,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,5,15,1
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,15,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,16,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,515,17,1
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,552,17,2
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,18,1
2020-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,..,18,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,..,1,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,13,2,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,..,2,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,195,3,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,241,3,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,..,4,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,18,5,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,39,5,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,79,6,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,81,6,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,235,7,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,115,7,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,790,8,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,712,8,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,18,9,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,12,9,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,..,10,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,..,10,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,453,11,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,376,11,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,185,12,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,343,12,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,249,13,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,189,13,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,50,14,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,49,14,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,295,15,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,210,15,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,37,16,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,35,16,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,13608,17,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,12576,17,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,72,18,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,60,18,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,..,19,2
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,..,23,1
2020-01-01,3,Sants-Montjuïc,13,la Marina de Port,..,23,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,..,1,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,38,3,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,45,3,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,8,5,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,22,5,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,18,6,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,15,6,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,68,7,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,56,7,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,321,8,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,273,8,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,8,9,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,10,9,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,..,10,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,..,10,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,99,11,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,86,11,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,66,12,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,167,12,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,22,13,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,14,13,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,33,14,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,43,14,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,145,15,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,84,15,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,31,16,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,34,16,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,4539,17,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,3961,17,2
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,75,18,1
2020-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,89,18,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,..,1,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,..,2,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,..,2,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,124,3,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,139,3,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,..,4,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,22,5,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,19,5,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,49,6,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,44,6,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,117,7,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,67,7,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,558,8,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,474,8,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,22,9,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,18,9,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,8,10,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,..,10,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,171,11,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,161,11,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,168,12,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,347,12,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,73,13,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,45,13,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,36,14,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,49,14,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,241,15,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,143,15,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,66,16,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,97,16,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,6635,17,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,5971,17,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,166,18,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,154,18,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,..,19,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,..,19,2
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,..,23,1
2020-01-01,3,Sants-Montjuïc,15,Hostafrancs,..,23,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,9,1,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,7,1,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,..,2,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,..,2,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,93,3,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,159,3,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,11,5,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,25,5,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,58,6,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,56,6,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,96,7,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,69,7,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,483,8,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,398,8,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,12,9,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,7,9,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,..,10,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,..,10,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,188,11,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,169,11,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,94,12,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,184,12,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,42,13,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,30,13,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,30,14,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,28,14,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,123,15,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,82,15,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,27,16,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,42,16,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,8916,17,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,7924,17,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,84,18,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,108,18,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,..,19,1
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,..,19,2
2020-01-01,3,Sants-Montjuïc,16,la Bordeta,..,23,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,1,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,5,1,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,12,2,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,12,2,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,107,3,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,210,3,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,4,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,13,5,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,24,5,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,118,6,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,92,6,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,250,7,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,116,7,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,1003,8,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,790,8,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,15,9,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,18,9,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,7,10,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,13,10,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,248,11,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,219,11,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,128,12,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,296,12,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,73,13,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,47,13,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,60,14,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,64,14,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,283,15,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,157,15,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,46,16,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,51,16,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,10803,17,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,9420,17,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,101,18,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,129,18,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,19,2
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,23,1
2020-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,23,2
2020-01-01,3,Sants-Montjuïc,18,Sants,5,1,1
2020-01-01,3,Sants-Montjuïc,18,Sants,12,1,2
2020-01-01,3,Sants-Montjuïc,18,Sants,8,2,1
2020-01-01,3,Sants-Montjuïc,18,Sants,11,2,2
2020-01-01,3,Sants-Montjuïc,18,Sants,250,3,1
2020-01-01,3,Sants-Montjuïc,18,Sants,662,3,2
2020-01-01,3,Sants-Montjuïc,18,Sants,..,4,2
2020-01-01,3,Sants-Montjuïc,18,Sants,14,5,1
2020-01-01,3,Sants-Montjuïc,18,Sants,94,5,2
2020-01-01,3,Sants-Montjuïc,18,Sants,120,6,1
2020-01-01,3,Sants-Montjuïc,18,Sants,116,6,2
2020-01-01,3,Sants-Montjuïc,18,Sants,475,7,1
2020-01-01,3,Sants-Montjuïc,18,Sants,254,7,2
2020-01-01,3,Sants-Montjuïc,18,Sants,1578,8,1
2020-01-01,3,Sants-Montjuïc,18,Sants,1318,8,2
2020-01-01,3,Sants-Montjuïc,18,Sants,44,9,1
2020-01-01,3,Sants-Montjuïc,18,Sants,52,9,2
2020-01-01,3,Sants-Montjuïc,18,Sants,6,10,1
2020-01-01,3,Sants-Montjuïc,18,Sants,14,10,2
2020-01-01,3,Sants-Montjuïc,18,Sants,320,11,1
2020-01-01,3,Sants-Montjuïc,18,Sants,272,11,2
2020-01-01,3,Sants-Montjuïc,18,Sants,338,12,1
2020-01-01,3,Sants-Montjuïc,18,Sants,1139,12,2
2020-01-01,3,Sants-Montjuïc,18,Sants,82,13,1
2020-01-01,3,Sants-Montjuïc,18,Sants,61,13,2
2020-01-01,3,Sants-Montjuïc,18,Sants,83,14,1
2020-01-01,3,Sants-Montjuïc,18,Sants,132,14,2
2020-01-01,3,Sants-Montjuïc,18,Sants,436,15,1
2020-01-01,3,Sants-Montjuïc,18,Sants,338,15,2
2020-01-01,3,Sants-Montjuïc,18,Sants,130,16,1
2020-01-01,3,Sants-Montjuïc,18,Sants,118,16,2
2020-01-01,3,Sants-Montjuïc,18,Sants,18450,17,1
2020-01-01,3,Sants-Montjuïc,18,Sants,16154,17,2
2020-01-01,3,Sants-Montjuïc,18,Sants,320,18,1
2020-01-01,3,Sants-Montjuïc,18,Sants,341,18,2
2020-01-01,3,Sants-Montjuïc,18,Sants,7,19,1
2020-01-01,3,Sants-Montjuïc,18,Sants,5,19,2
2020-01-01,3,Sants-Montjuïc,18,Sants,..,23,1
2020-01-01,3,Sants-Montjuïc,18,Sants,..,23,2
2020-01-01,4,Les Corts,19,les Corts,..,1,1
2020-01-01,4,Les Corts,19,les Corts,..,1,2
2020-01-01,4,Les Corts,19,les Corts,8,2,1
2020-01-01,4,Les Corts,19,les Corts,5,2,2
2020-01-01,4,Les Corts,19,les Corts,78,3,1
2020-01-01,4,Les Corts,19,les Corts,146,3,2
2020-01-01,4,Les Corts,19,les Corts,..,4,1
2020-01-01,4,Les Corts,19,les Corts,..,4,2
2020-01-01,4,Les Corts,19,les Corts,11,5,1
2020-01-01,4,Les Corts,19,les Corts,32,5,2
2020-01-01,4,Les Corts,19,les Corts,74,6,1
2020-01-01,4,Les Corts,19,les Corts,52,6,2
2020-01-01,4,Les Corts,19,les Corts,280,7,1
2020-01-01,4,Les Corts,19,les Corts,126,7,2
2020-01-01,4,Les Corts,19,les Corts,949,8,1
2020-01-01,4,Les Corts,19,les Corts,726,8,2
2020-01-01,4,Les Corts,19,les Corts,73,9,1
2020-01-01,4,Les Corts,19,les Corts,132,9,2
2020-01-01,4,Les Corts,19,les Corts,15,10,1
2020-01-01,4,Les Corts,19,les Corts,10,10,2
2020-01-01,4,Les Corts,19,les Corts,432,11,1
2020-01-01,4,Les Corts,19,les Corts,382,11,2
2020-01-01,4,Les Corts,19,les Corts,146,12,1
2020-01-01,4,Les Corts,19,les Corts,233,12,2
2020-01-01,4,Les Corts,19,les Corts,49,13,1
2020-01-01,4,Les Corts,19,les Corts,26,13,2
2020-01-01,4,Les Corts,19,les Corts,81,14,1
2020-01-01,4,Les Corts,19,les Corts,74,14,2
2020-01-01,4,Les Corts,19,les Corts,378,15,1
2020-01-01,4,Les Corts,19,les Corts,246,15,2
2020-01-01,4,Les Corts,19,les Corts,105,16,1
2020-01-01,4,Les Corts,19,les Corts,113,16,2
2020-01-01,4,Les Corts,19,les Corts,22049,17,1
2020-01-01,4,Les Corts,19,les Corts,19094,17,2
2020-01-01,4,Les Corts,19,les Corts,296,18,1
2020-01-01,4,Les Corts,19,les Corts,279,18,2
2020-01-01,4,Les Corts,19,les Corts,..,19,1
2020-01-01,4,Les Corts,19,les Corts,7,19,2
2020-01-01,4,Les Corts,19,les Corts,6,23,1
2020-01-01,4,Les Corts,19,les Corts,5,23,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,..,1,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,..,1,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,..,2,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,..,2,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,52,3,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,68,3,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,..,4,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,..,4,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,12,5,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,14,5,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,44,6,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,40,6,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,151,7,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,84,7,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,589,8,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,484,8,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,22,9,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,16,9,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,..,10,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,..,10,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,148,11,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,115,11,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,73,12,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,135,12,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,23,13,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,13,13,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,39,14,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,39,14,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,189,15,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,102,15,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,39,16,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,48,16,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,11288,17,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,9853,17,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,122,18,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,146,18,2
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,..,19,1
2020-01-01,4,Les Corts,20,la Maternitat i Sant Ramon,..,23,1
2020-01-01,4,Les Corts,21,Pedralbes,6,1,1
2020-01-01,4,Les Corts,21,Pedralbes,..,1,2
2020-01-01,4,Les Corts,21,Pedralbes,..,2,1
2020-01-01,4,Les Corts,21,Pedralbes,..,2,2
2020-01-01,4,Les Corts,21,Pedralbes,34,3,1
2020-01-01,4,Les Corts,21,Pedralbes,33,3,2
2020-01-01,4,Les Corts,21,Pedralbes,..,4,2
2020-01-01,4,Les Corts,21,Pedralbes,9,5,1
2020-01-01,4,Les Corts,21,Pedralbes,..,5,2
2020-01-01,4,Les Corts,21,Pedralbes,12,6,1
2020-01-01,4,Les Corts,21,Pedralbes,..,6,2
2020-01-01,4,Les Corts,21,Pedralbes,75,7,1
2020-01-01,4,Les Corts,21,Pedralbes,46,7,2
2020-01-01,4,Les Corts,21,Pedralbes,200,8,1
2020-01-01,4,Les Corts,21,Pedralbes,121,8,2
2020-01-01,4,Les Corts,21,Pedralbes,38,9,1
2020-01-01,4,Les Corts,21,Pedralbes,33,9,2
2020-01-01,4,Les Corts,21,Pedralbes,17,10,1
2020-01-01,4,Les Corts,21,Pedralbes,13,10,2
2020-01-01,4,Les Corts,21,Pedralbes,83,11,1
2020-01-01,4,Les Corts,21,Pedralbes,78,11,2
